inner_index,index,row_desc,row_id,eng,rus,LEN,RESTRICT,,
279,1729,Menu_PopUp_NewDevice,ME_XBT_00006,A new storage device has been selected. The save data on the storage device will be overwritten later in the game.,Выбрано новое хранилище данных. Сохраненные на нем данные будут перезаписаны позже в игре.,114,90,,
280,1732,Menu_PopUp_LoadingDeviceData,ME_XBT_00007,"Retrieving game data from storage device, please wait…","Считывание данных игр. Пожалуйста, подождите...",54,47,,
281,1735,Menu_PopUp_NoSavedData,ME_XBT_00008,"No saved game found on the device. You can start a new game from main menu, or change storage device to load other save data file.","Данное хранилище не содержит данных сохранения. Начните новую игру из главного меню или смените хранилище, чтобы попытаться вновь.",130,130,,
282,1738,Menu_PopUp_Loading_01,ME_XBT_00009,Loading content. Please don't turn off your Xbox 360 console.,"Загрузка контента. Пожалуйста, не выключайте Xbox 360.",61,54,,
283,1741,Menu_PopUp_BStartNewGame,ME_XBT_00010,Start New Game,Начать новую игру,14,17,,
284,1744,Menu_PopUp_SaveCorrupted_LoadingInGame,ME_XBT_00011,The save data is corrupted.  You can start a new game or change storage device to load another save data file from Main Menu.,"Данные сохранения повреждены. Начните новую игру или подключите через главное меню хранилище данных, содержащее сохранения.",125,123,,
285,1880,Menu_PopUp_Loading_02,ME_PRC_00001,Loading game data…,Загрузка данных...,18,18,,
286,1883,Menu_PopUp_AutoSave,ME_PRC_00002,This game saves data automatically at certain points. Do not switch off the PlayStation™3 system when the HDD access indicator is flashing.,"Игра периодически сама сохраняет ваш прогресс. Не выключайте игру, если видите моргающий индикатор HDD на вашей консоли.",139,120,,
287,1886,Menu_PopUp_GameData_Writting,ME_PRC_00003,"While the HDD access indicator is flashing, data is being saved. Do not switch off the PlayStation™3 system during this time.","Игра периодически сама сохраняет ваш прогресс. Не выключайте игру, если видите моргающий индикатор HDD на вашей консоли.",125,120,,
288,1889,Menu_PopUp_PressContinue,ME_PRC_00004,Press \3 to Continue,Нажмите \3 для продолжения,20,26,,
289,1892,Menu_PopUp_Loading_Options,ME_PRC_00005,Loading options…,Загрузка настроек...,16,20,,
290,1895,Menu_PopUp_Overwrite_Confirm,ME_PRC_00006,Are you sure you want to overwrite your current saved progress?,Вы действительно хотите перезаписать текущий прогресс?,63,54,,
291,1898,Menu_PopUp_Saving_Options,ME_PRC_00007,Saving options. Do not switch off the system during this time.,Сохранение настроек. Не выключайте систему в данный момент.,62,59,,
292,1901,Menu_PopUp_OverwrittingData,ME_PRC_00008,Overwriting data. Do not switch off the system during this time.,Перезапись данных. Не выключайте систему...,64,43,,
293,1904,Menu_PopUp_SaveCorrupted_Loading,ME_PRC_00009,Save data is corrupt. Please exit the game and delete this save data. Press the PS button to quit the application.,Данные сохранения повреждены. Выйдите из приложения и удалите их. Нажмите PS для выхода из приложения.,114,102,,
294,1907,Menu_PopUp_SaveCorrupted_Saving,ME_PRC_00010,"Save data is corrupt. If you continue, you will overwrite it.","Данные сохранения повреждены. Продолжив, вы перезапишите их.",61,60,,
295,1912,Achiev_01,ME_ACH_00001,New Challenger,Вызов принят,14,12,,
296,1915,Achiev_01_Des,ME_ACH_00002,Defeated Matthew Patel without losing a life.,"Победите Мэттью Пателя, не потеряв жизни.",45,41,,
297,1918,Achiev_01_How,ME_ACH_00003,Defeat Matthew Patel without losing a life.,"Победите Мэттью Пателя, не потеряв жизни.",43,41,,
298,1921,Achiev_02,ME_ACH_00004,Twin Dragons,Близнецы-драконы,12,16,,
299,1924,Achiev_02_Des,ME_ACH_00005,Defeated the Twins simultaneously.,Победите близнецов одновременно.,34,32,,
300,1927,Achiev_02_How,ME_ACH_00006,Defeat the Twins simultaneously.,Победите близнецов одновременно.,32,32,,
301,1930,Achiev_03,ME_ACH_00007,Dirty Trick,Подлянка,11,8,,
302,1933,Achiev_03_Des,ME_ACH_00008,Defeated an enemy by throwing an object at him while he was already down.,"Победить врага, бросив в него предмет, пока он в отключке.",73,58,,
303,1936,Achiev_03_How,ME_ACH_00009,Defeat an enemy by throwing an object at him while he’s already down.,"Победить врага, бросив в него предмет, пока он в отключке.",69,58,,
304,1939,Achiev_04,ME_ACH_00010,Invulnerable,Порхай как бабочка,12,18,,
305,1942,Achiev_04_Des,ME_ACH_00011,Played through a World and reached the boss without getting hit.,"Доберитесь до босса, не получив урон.",64,37,,
306,1945,Achiev_04_How,ME_ACH_00012,Play through a World and reach the boss without getting hit.,"Доберитесь до босса, не получив урон.",60,37,,
307,1948,Achiev_05,ME_ACH_00013,Get The Girl,Отбить девчонку,12,15,,
308,1951,Achiev_05_Des,ME_ACH_00014,Finished the game with Scott.,Завершите игру за Скотта.,29,25,,
309,1954,Achiev_05_How,ME_ACH_00015,Clear the game once with Scott.,Завершите игру за Скотта.,31,25,,
310,1957,Achiev_06,ME_ACH_00016,The Power Of Friendship,Сила дружбы,23,11,,
311,1960,Achiev_06_Des,ME_ACH_00017,Reanimated another player at least 25 times.,Оживите напарника как минимум 25 раз.,44,37,,
312,1963,Achiev_06_How,ME_ACH_00018,"In a multiplayer game, reanimate another player at least 25 times.","В игре по инету, оживите напарника как минимум 25 раз.",66,54,,
313,1966,Achiev_07,ME_ACH_00019,Gourmet,Гурман,7,6,,
314,1969,Achiev_07_Des,ME_ACH_00020,Ate every food items.,Попробуйте всю еду.,21,19,,
315,1972,Achiev_07_How,ME_ACH_00021,Eat every food item.,Попробуйте всю еду.,20,19,,
316,1975,Achiev_08,ME_ACH_00022,Vigilante,Мститель,9,8,,
317,1978,Achiev_08_Des,ME_ACH_00023,Defeated 1000 enemies.,Побейте 1000 врагов.,22,20,,
318,1981,Achiev_08_How,ME_ACH_00024,Defeat 1000 enemies.,Побейте 1000 врагов.,20,20,,
319,1984,Achiev_09,ME_ACH_00025,One Man Army,Один в поле воин,12,16,,
320,1987,Achiev_09_Des,ME_ACH_00026,Cleared the game in single player on the “Supreme Master” difficulty setting.,"Пройдите игру в одиночном режиме на сложности ""Я знаю кунг-фу"".",77,63,,
321,1990,Achiev_09_How,ME_ACH_00027,Clear the game in single player on the “Supreme Master” difficulty setting.,"Пройдите игру в одиночном режиме на сложности ""Я знаю кунг-фу"".",75,63,,
322,1993,Achiev_10,ME_ACH_00028,Shopaholic,Транжира,10,8,,
323,1996,Achiev_10_Des,ME_ACH_00029,Bought all the items of a shop during the same visit.,Скупите всё в магазине за один заход.,53,37,,
324,2002,Achiev_11,ME_ACH_00030,Armed and Dangerous,Вооружён и опасен,19,17,,
325,2005,Achiev_11_Des,ME_ACH_00031,Defeated at least 200 enemies using interactive objects.,"Побейте >= 200 врагов, используя интерактивные предметы.",56,56,,
326,2008,Achiev_11_How,ME_ACH_00032,Defeat at least 200 enemies using interactive objects.,"Побейте >= 200 врагов, используя интерактивные предметы.",54,56,,
327,2011,Achiev_12,ME_ACH_00033,Chaudown,УниЧАУжение,8,11,,
328,2014,Achiev_12_Des,ME_ACH_00034,Unlocked and called all strikers.,Разблокировать и призвать на подмогу каждого.,33,45,,
329,2017,Achiev_12_How,ME_ACH_00035,Unlock and call all strikers.,Разблокировать и призвать на подмогу каждого.,29,45,,
330,2076,Menu_Titlescreen_01,ME_TES_00001,PRESS START,НАЖМИТЕ СТАРТ,11,13,,
331,1752,Stage_World01_Title,ME_STG_00001,Snowy Toronto! Don't Be Late For The Big Show!,Снежный Торонто! Не зевай — сегодня ШОУ!,46,40,,
332,1755,Stage_World01_01,ME_STG_00002,Frozen Suburbs,Замёрзший пригород,14,18,,
333,1758,Stage_World01_02,ME_STG_00003,Hillcrest Park,Парк Хиллкрест,14,14,,
334,1761,Stage_World01_03,ME_STG_00004,Shopping District,Торговый центр,17,14,,
335,1764,Stage_World01_04,ME_STG_00005,Subspace Highway,Шоссе меж мирами,16,16,,
336,1767,Stage_World01_05,ME_STG_00006,The Rocket,The Rockit,10,10,,
337,1770,Stage_World02_Title,ME_STG_00007,Movie Madness! Follow That Star!,Кинобезумие! Следуй за Звездой!,32,31,,
338,1773,Stage_World02_01,ME_STG_00008,Casa Loma’s Film Set,Каса Лома (съёмки),20,18,,
339,1776,Stage_World02_02,ME_STG_00009,Casa Loma’s Parking Lot,Каса Лома (парковка),23,20,,
340,1779,Stage_World03_Title,ME_STG_00010,Ex Crossover! Take Down The Clash At Demonhead!,Слёт бывших! Сразите The Clash At Demonhead!,47,44,,
341,1782,Stage_World03_01,ME_STG_00011,Leo’s Place,Дворец Ли,11,9,,
342,1785,Stage_World03_02,ME_STG_00012,The Main Stage,Главная сцена,14,13,,
343,1788,Stage_World03_03,ME_STG_00013,Backstage Maze,Лабиринт закулисья,14,18,,
344,1791,Stage_World03_04,ME_STG_00014,Let’s Take It Outside,"Пойдём, выйдем",21,14,,
345,1794,Stage_World04_Title,ME_STG_00015,Summertime Blues! Follow that ninja chick...,Летняя грусть! Следуй за красоткой-ниндзя...,44,44,,
346,1797,Stage_World04_01,ME_STG_00016,Transit,Поездочка,7,9,,
347,1800,Stage_World04_02,ME_STG_00017,The Frying Tengu,Палящий Тэнгу,16,13,,
348,1803,Stage_World04_03,ME_STG_00018,Chengdu Gardens,Сады Чэнду,15,10,,
349,1806,Stage_World04_04,ME_STG_00019,Subspace Highway,Шоссе меж мирами,16,16,,
350,1809,Stage_World04_05,ME_STG_00020,Ramona's Backyard,Задворок Рамоны,17,15,,
351,1812,Stage_World05_Title,ME_STG_00021,Night of Terror! The Twins Are Unstoppable?,Ночь террора! Близнецы — непобедимы?,43,36,,
352,1815,Stage_World05_01,ME_STG_00022,Halloween Party,Туса в Хэллоуин,15,15,,
353,1818,Stage_World05_02,ME_STG_00023,Robot-01 Joined The Party!,Робот-01 влетает на тусу!,26,25,,
354,1821,Stage_World05_03,ME_STG_00024,Fire Escape,Пожарный выход,11,14,,
355,1824,Stage_World05_04,ME_STG_00025,Rooftops,Крыши,8,5,,
356,1827,Stage_World05_05,ME_STG_00026,Dragons’ Den,Дом драконов,12,12,,
357,1830,Stage_World05_06,ME_STG_00027,The Twins’ Lair,Логово Близнецов,15,16,,
358,1833,Stage_World06_Title,ME_STG_00028,Forest Of Fear! Who Is The NegaScott?,Лес страха! Что за Негаскотт?,37,29,,
359,1836,Stage_World06_01,ME_STG_00029,The Park,Парк,8,4,,
360,1839,Stage_World06_02,ME_STG_00030,Eerie Forest,Зловещий лес,12,12,,
361,1842,Stage_World07_Title,ME_STG_00031,Battle At the Chaos Theatre! Gideon's Last Stand!,Битва в театре Хаоса! Песня Гидеона спета!,49,42,,
362,1845,Stage_World07_01,ME_STG_00032,Chaos Theatre Elevator,"Лифт в театре ""Хаоса""",22,21,,
363,1848,Stage_World07_02,ME_STG_00033,Pleasure Palace,Дворец гедонии,15,14,,
364,1851,Stage_World07_03,ME_STG_00034,Subspace Highway?,Шоссе меж мирами?,17,17,,
365,1854,Stage_World07_04,ME_STG_00035,Gideon Is Big,Махина Гидеон,13,13,,
366,1857,Satge_Final_01,ME_STG_00036,Final Stage: Techno Base,Финал: Технобаза,24,16,,
367,1860,Satge_Final_02,ME_STG_00037,The Danger Room,Опасная Комната,15,15,,
368,1863,Stage_Secret_01,ME_STG_00038,Mr. Chau,Мистер Чау,8,10,,
369,1866,Stage_Secret_02,ME_STG_00039,Kim & Scott Redux,Ким и Скотт: Возвращение,17,24,,
370,579,Item_01_Des,ME_SHP_00118,A delicious traditional Japanese soup.,Традиционное японское блюдо. Пальчики оближешь!,38,47,,
371,582,Item_02_Des,ME_SHP_00119,Small rolls filled with avocado.,Маленькие тонкие роллы с авокадо.,32,33,,
372,585,Item_03_Des,ME_SHP_00120,The best food substance known to man.,"Лучшее, что могло придумать человечество.",37,41,,
373,588,tem_04_Des,ME_SHP_00121,Raw salmon and ikura on a bed of rice.,Сашими из лосося и икура на рисе.,38,33,,
374,591,Item_05_Des,ME_SHP_00122,Rolls made of assorted fish and avocados.,Рыбное ассорти и авокадо.,41,25,,
375,594,Item_06_Des,ME_SHP_00123,A cup of classic black tea.,Чашка чёрного чая. Классика.,27,28,,
376,597,Item_07_Des,ME_SHP_00124,A very popular stimulating beverage.,Популярнейший бодрящий напиток.,36,31,,
377,600,Item_08_Des,ME_SHP_00125,An energizing concentrated coffee.,Бодрящая доза кофе.,34,19,,
378,603,Item_09_Des,ME_SHP_00126,A sweet heart-warming beverage.,Сладенький и согревающий душу.,31,30,,
379,606,Item_10_Des,ME_SHP_00127,A cold refreshing coffee drink.,Освежающий напиток.,31,19,,
380,609,Item_11_Des,ME_SHP_00128,Tortilla chips covered in melted cheese.,"Чипсы из тортильи, покрытые плавленым сыром.",40,44,,
381,612,Item_12_Des,ME_SHP_00129,Crisp corn tortillas with tasty filling.,Хрустящие тортильи с вкусной начинкой.,40,38,,
382,615,Item_13_Des,ME_SHP_00130,Delicious flour tortilla wraps.,Восхитительный врап из тортильи.,31,32,,
383,618,Item_14_Des,ME_SHP_00131,Cheese and ham inside a folded tortilla.,"Тортилья, наполненная сыром и ветчиной.",40,39,,
384,621,Item_15_Des,ME_SHP_00132,Grilled meat served on tortillas.,Тортилья с жаренным на гриле мясом.,33,35,,
385,624,Item_16_Des,ME_SHP_00133,Yummy and incredibly long-lasting!,Вкусная и жуётся вечность!,34,26,,
386,627,Item_17_Des,ME_SHP_00134,Tasty milk chocolate and nuts.,Молочный шоколад и орешки — объедение!,30,38,,
387,630,Item_18_Des,ME_SHP_00135,A very popular dark brown soft drink.,"Кто не знает этот напиток, а?",37,29,,
388,633,Item_19_Des,ME_SHP_00136,"Nasty taste for some, delicious for others.","Одни плюются, а другие не напьются.",43,35,,
389,636,Item_20_Des,ME_SHP_00137,Temporarily grants superhuman speed.,Стань на мгновение быстрее молнии!,36,34,,
390,639,Item_21_Des,ME_SHP_00138,They’re so deep!,Они такие проникновенные!,16,25,,
391,642,Item_22_Des,ME_SHP_00139,Strength inducing songs.,Почувствуй мощь этих песен.,24,27,,
392,645,Item_23_Des,ME_SHP_00140,Music that bends space-time continuum.,"Музыка, искривляющая пространство и время.",38,42,,
393,648,Item_24_Des,ME_SHP_00141,Rejuvenating songs.,Молодость и бодрость после прослушивания.,19,41,,
394,651,Item_25_Des,ME_SHP_00142,A band consisting of only one member.,Человек-оркестр.,37,16,,
395,654,Item_26_Des,ME_SHP_00143,A graphic novel by Bryan Lee O’Malley,Графический роман Брайана Ли О'Мэлли,37,36,,
396,657,Item_27_Des,ME_SHP_00144,Helps build a good immune system.,Приведи свой иммунитет в порядок.,33,33,,
397,660,Item_28_Des,ME_SHP_00145,"Stop wasting your time, time is money!","Трать не время, а деньги!",38,25,,
398,663,Item_29_Des,ME_SHP_00146,Become the best student in the world!,Стань зубрилой мира!,37,20,,
399,666,Item_30_Des,ME_SHP_00147,Build your muscles like a pro!,Качай мышцы как профи!,30,22,,
400,669,Item_31_Des,ME_SHP_00148,Pay back late fees before renting videos.,"Если хочешь что-то взять, сперва погаси долг.",41,45,,
401,672,Item_32_Des,ME_SHP_00149,An intriguing fantasy movie.,Захватывающий фэнтези фильм.,28,28,,
402,675,Item_33_Des,ME_SHP_00150,A classic kung fu movie.,Классический кунг-фу фильм.,24,27,,
403,678,Item_34_Des,ME_SHP_00151,A big budget sci-fi movie.,Высокобюджетный сай-фай фильм.,26,30,,
404,681,Item_35_Des,ME_SHP_00152,An independent psychological thriller.,Психологический инди-триллер.,38,29,,
405,684,Item_36_Des,ME_SHP_00153,A cheesy romantic comedy.,Очередной фиговый ромком.,25,25,,
406,687,Item_37_Des,ME_SHP_00154,A feast that grants an extra life.,"Пиршество, дарующее вторую жизнь.",34,33,,
407,690,Item_37_Effect,ME_SHP_00155,Grants one extra life.,Дарует доп. жизнь.,22,18,,
408,693,Item_38_Des,ME_SHP_00156,Food of the gods.,Пища богов.,17,11,,
409,696,Item_39_Des,ME_SHP_00157,Upgrade to phenomenal strength.,Завладей невиданной силой.,31,26,,
410,699,Item_40_Des,ME_SHP_00158,A classic role-playing video game.,Классическая РПГ-игра.,34,22,,
411,702,Item_41_Des,ME_SHP_00159,Blast through 7 zones at high speed!,Молниеносно промчитесь сквозь 7 зон!,36,36,,
412,705,Item_42_Des,ME_SHP_00160,Made from only premium potatoes.,Только отборный картофель.,32,26,,
413,708,Item_43_Des,ME_SHP_00161,"Fries, fresh cheese curds and gravy.","Картошка, свежий творог и мясная подливка.",36,42,,
414,711,Item_44_Des,ME_SHP_00162,With an authentic Frankfurter sausage.,М-м-м... с настоящей франкфуртской.,38,35,,
415,714,Item_45_Des,ME_SHP_00163,1 pound of buffalo meat!,Тут полкило говядины!,24,21,,
416,717,Item_46_Des,ME_SHP_00164,A hot ham and Emmental grilled sandwich.,Горячий сэндвич с ветчиной и сыром Эмменталь. ,40,46,,
417,720,Item_47_Des,ME_SHP_00165,Water and carbon dioxide gas.,Водичка с газиками.,29,19,,
418,723,Item_48_Des,ME_SHP_00166,Natural flavour and totally addictive.,"Вкусные, что невозможно остановиться.",38,37,,
419,726,Item_49_Des,ME_SHP_00167,All cool people have at least one.,Непременный атрибут среди клёвых.,34,33,,
420,729,Item_50_Des,ME_SHP_00168,Very trendy!,Писк моды!,12,10,,
421,732,Item_51_Des,ME_SHP_00169,A nice souvenir from the show!,Прикольный сувенир с шоу!,30,25,,
422,735,Item_52_Des,ME_SHP_00170,The most famous Japanese noodle soup.,Знаменитейший суп-лапша из Японии.,37,34,,
423,738,Item_53_Des,ME_SHP_00171,Thick noodles served in a hot soup.,Дуэт толстой лапши и супа.,35,26,,
424,741,Item_54_Des,ME_SHP_00172,Battered and deep fried vegetables.,Овощи в кляре.,35,14,,
425,744,Item_55_Des,ME_SHP_00173,Battered and deep fried shrimps.,Креветки в кляре.,32,17,,
426,747,Item_56_Des,ME_SHP_00174,A bento box filled with goodness!,"Бэнто, наполненное вкусняхами!",33,30,,
427,750,Item_57_Des,ME_SHP_00175,A refreshing glass of sweetened cold tea.,Освежающий и подслащённый.,41,26,,
428,753,Item_58_Des,ME_SHP_00176,A non-alcoholic fruit flavoured punch.,"Без алкоголя, с ярким фруктовым вкусом.",38,39,,
429,756,Item_59_Des,ME_SHP_00177,Delicious grilled meat on a stick.,Жареное объедение на палочке!,34,29,,
430,759,Item_60_Des,ME_SHP_00178,Hamburger!,Гамбургер!,10,10,,
431,762,Item_61_Des,ME_SHP_00179,The finest cut of beef.,Отличный кусок говядины.,23,24,,
432,765,Item_62_Des,ME_SHP_00180,A mysterious herbal infusion.,Загадочный травяной отвар.,29,26,,
433,768,tem_63_Des,ME_SHP_00181,Fruit of the Vaccinium angustifolium. Yum!,Голубика. Вкуснятина!,42,21,,
434,771,Item_64_Des,ME_SHP_00182,Extract with many medicinal uses.,БАД с кучей целебных свойств.,33,29,,
435,774,Item_65_Des,ME_SHP_00183,A delicacy and a medicinal mushroom.,"Деликатес. К тому же, лечебный гриб.",36,36,,
436,777,Item_66_Des,ME_SHP_00184,Unleash your ultimate technique!,Познай непобедимую технику!,32,27,,
437,780,Item_67_Des,ME_SHP_00185,Pill that contains an entire meal.,"Заменяет завтрак, обед и ужин.",34,30,,
438,783,Item_68_Des,ME_SHP_00186,"100% beef, exquisite!","100% говядина, круто!",21,21,,
439,786,Item_69_Des,ME_SHP_00187,There’s an “E” written on the can.,"У них лого с ""Е"".",34,17,,
440,789,Item_70_Des,ME_SHP_00188,A meal from the future.,Еда из будущего.,23,16,,
441,792,Item_71_Des,ME_SHP_00189,Enhance your skills!,Прокачай скиллы!,20,16,,
442,954,Menu_Selectstagepage_01,ME_MAP_00009,CASA LOMA'S FILM SET,КАСА ЛОМА (СЪЁМКИ),20,18,,
443,1438,Menu_Messagewindow_Title,ME_MES_00003,MESSAGE,СООБЩЕНИЕ,7,9,,
444,795,Menu_Shopscreen_02,ME_SHP_00190,EXIT,ВЫХОД,4,5,,
445,798,Menu_Shopscreen_03,ME_SHP_00191,GIVE,ДАТЬ,4,4,,
446,1700,Menu_Characterdata_06,ME_CHD_00007,RESET DATA,СТЕРЕТЬ ДАННЫЕ,10,14,,
447,1999,Achiev_10_How,ME_ACH_00036,Buy all the items of a shop during the same visit.,Скупите всё в магазине за один заход.,50,37,,
448,2020,NinjaAchiev_1,ME_ACH_00037,It’s All In The Reflexes,Это всё рефлексы,24,16,,
449,2023,NinjaAchiev_1_Des,ME_ACH_00038,Caught a flying object at least 25 times.,Поймать летящий предмет минимум 25 раз.,41,39,,
450,2026,NinjaAchiev_1_How,ME_ACH_00039,Catch a flying object at least 25 times.,Поймать летящий предмет минимум 25 раз.,40,39,,
451,2029,NinjaAchiev_2,ME_ACH_00040,Speed Run,Забег на время,9,14,,
452,2032,NinjaAchiev_2_Des,ME_ACH_00041,Cleared the game in 90 minutes or less.,Пройти режим истории за 90 минут и менее.,39,41,,
453,2035,NinjaAchiev_2_How,ME_ACH_00042,Clear the game in 90 minutes or less.,Пройти режим истории за 90 минут и менее.,37,41,,
454,2038,NinjaAchiev_3,ME_ACH_00043,Jump Man,Попрыгун,8,8,,
455,2041,NinjaAchiev_3_Des,ME_ACH_00044,Performed at least 10 consecutive head stomps successfully.,Втопчите врага успешно не менее 10 раз друг за другом.,59,54,,
456,2044,NinjaAchiev_3_How,ME_ACH_00045,Perform at least 10 consecutive head stomps successfully.,Втопчите врага успешно не менее 10 раз друг за другом.,57,54,,
457,1577,Menu_Settings_07,ME_SET_00008,ON,ВКЛ,2,3,,
458,1580,Menu_Settings_08,ME_SET_00009,OFF,ВЫКЛ,3,4,,
459,1583,Menu_Settings_09,ME_SET_00010,STEREO,СТЕРЕО,6,6,,
460,1586,Menu_Settings_10,ME_SET_00011,MONO,МОНО,4,4,,
461,1703,Menu_Characterdata_07,ME_CHD_00008,XP,ОПТ,2,3,,
462,7,Menu_Howtoplay_SlideTitle_01,ME_HOW_00046,STATUS,СТАТУС,6,6,,
463,10,Menu_Howtoplay_SlideTitle_02,ME_HOW_00047,FIGHTING TECHNIQUES,ТЕХНИКИ БОЯ,19,11,,
464,13,Menu_Howtoplay_SlideTitle_03,ME_HOW_00048,SPECIAL TECHNIQUES,ОСОБЫЕ ТЕХНИКИ,18,14,,
465,16,Menu_Howtoplay_SlideTitle_04,ME_HOW_00049,COOP ACTIONS,ДЕЙСТВИЯ ВМЕСТЕ,12,15,,
466,19,Menu_Howtoplay_SlideTitle_05,ME_HOW_00050,LEVEL UP,СНОРОВКА,8,8,,
467,22,Menu_Howtoplay_SlideTitle_06,ME_HOW_00051,SHOPPING,ПОКУПКИ,8,7,,
468,25,Menu_Howtoplay_SlideTitle_07,ME_HOW_00052,CHARACTER ATTRIBUTES,ЧЕРТЫ ПЕРСОНАЖА,20,15,,
469,28,Menu_Howtoplay_SlideTitle_08,ME_HOW_00053,INTERACTIVE OBJECTS,ИНТЕРАКТИВНЫЕ ОБЪЕКТЫ,19,21,,
470,31,Menu_Howtoplay_SlideTitle_09,ME_HOW_00054,EXTRA GAME MODES,ДОП. РЕЖИМЫ ИГРЫ,16,16,,
471,34,Menu_Howtoplay_Slide1_Des_01,ME_HOW_00055,"Heart Points are lost when you get hit. When your Heart Points reach 0, you’re knocked out and you lose a life.","Получив урон, вы теряете ОЗ. Растратив всё до 0, вы отправляетесь в нокаут и прощаетесь с одной жизнью.",111,103,,
472,37,Menu_Howtoplay_Slide1_Des_02,ME_HOW_00056,"Ability to regain consciousness when knocked out.  When you get up, some Gut Points are converted into Heart Points. You can also use Gut Points to perform a Super Attack or to call Knives for help.","Способность прийти в себя после нокаута. Восстанавливает чутка ОЗ за счёт ОС. К тому же, вы можете потратить ОС на суперудар или призыва подмоги.",198,145,,
473,40,Menu_Howtoplay_Slide1_Des_03,ME_HOW_00057,Amount of money earned. You can use money buy food and items in shops.,Заработанные монеты. Тратьте на еду и/или предметы.,70,51,,
474,43,Menu_Howtoplay_Slide2_Des_01,ME_HOW_00058,Each type of attack has its own effect on enemies. Fast attacks [X] are easy to chain together to hit an enemy successively. Strong attacks [Y] are slower but stun most enemies instantly.,"Тип удара влияет на врагов по-разному. Быстрые [X] легче превратить в комбо, что повысит шанс пробить защиту врага. Сильные же [Y] медлительнее, но оглушают многих мгновенно.",187,174,,
475,46,Menu_Howtoplay_Slide2_Des_02,ME_HOW_00059,Double-tap [MoveControlsIcon] left or right to run.,"Нажмите 2 раза [MoveControlsIcon] влево или вправо, чтобы ускориться.",51,69,,
476,49,Menu_Howtoplay_Slide2_Des_03,ME_HOW_00060,Double-tap [MoveControlsIcon] up or down to hop sideways.,"Нажмите 2 раза [MoveControlsIcon] вверх или вниз, чтобы отпрыгнуть.",57,67,,
477,52,Menu_Howtoplay_Slide3_Des_01,ME_HOW_00061,"When you’re surrounded, perform this attack by pressing [RB] to knock down nearby enemies. But use it with moderation because this attack costs Gut Points.","Если вас окружили, сбейте врагов с ног, нажав [RB]. Но используйте возможность разумно — так вы тратите ОС.",155,107,,
478,55,Menu_Howtoplay_Slide3_Des_02,ME_HOW_00062,"At any moment during a stage, you can call Knives by pressing [LB] at the cost of some Gut Points. Knives will perform a different action depending on who calls her.","В любой момент вы можете призвать подмогу (Найвз), нажав [LB] и потратив несколько Очков Стойкости. Атака Чау зависит от того, какой персонаж её позовёт.",165,153,,
479,58,Menu_Howtoplay_Slide3_Des_03,ME_HOW_00063,Taunt: Hold [X] for 2 seconds to perform a taunt and intimidate enemies.,"Зажмите [X] на 2 секунду, чтобы сбить боевой дух врагов.",72,56,,
480,61,Menu_Howtoplay_Slide3_Des_04,ME_HOW_00064,Knock out 5 enemies without getting hit to become faster for a short period of time.,"Вырубите 5 врагов, не получив урона, чтобы на короткое время стать быстрее.",84,75,,
481,64,Menu_Howtoplay_Slide4_Des_01,ME_HOW_00065,Hold up on [LS] or [D-pad] and press [B] near another player to share some of your Heart Points.,"Удерживайте [LS] или [D-pad] и нажмите [B] рядом с другим игроком, чтобы поделиться ОЗ.",96,87,,
482,67,Menu_Howtoplay_Slide4_Des_02,ME_HOW_00066,"While inside a shop, press [B] near another player to share some of your money.","Находясь в магазине, нажмите [B] рядом с другим игроком, чтобы занять тому пару монет.",79,86,,
483,70,Menu_Howtoplay_Slide4_Des_03,ME_HOW_00067,Press [B] near a knocked out player to help him get up. Tap [B] quickly to speed up the reanimation process.,"Жмите [B] рядом с павшим другом, чтобы помочь ему оклематься. Чем быстрее жмёте [B], тем быстрее справитесь.",108,108,,
484,73,Menu_Howtoplay_Slide4_Des_04,ME_HOW_00068,"When all players execute their taunt simultaneously, they launch their ultimate attack: an outstanding live band performance! This attack consumes Gut Points.","Играя с друзьями, если начнёте издеваться одновременно, то проведёте крутецкий удар: шикарнейший концерт! Расходуются Очки Стойкости.",158,133,,
485,76,Menu_Howtoplay_Slide4_Des_05,ME_HOW_00069,"When you’re knocked out and all your lives are lost, you transform into a ghost for a short period of time. You can move your ghost around and press [B] near another player to steal a life. Permission granted or not!","Отправившись в нокдаун и не имея больше жизней, вы превратитесь в призрака. У вас мало времени — парите и крадите жизни у других игроков, нажимая [B]. Даю добро... или нет?",216,172,,
486,79,Menu_Howtoplay_Slide5_Des_01,ME_HOW_00070,You earn experience points for damage inflicted to enemies. Experience points can also be earned by eating food.,"Получайте очки опыта, раздавая тумаки врагам. Съесть что-нибудь тоже подойдет.",112,78,,
487,82,Menu_Howtoplay_Slide5_Des_02,ME_HOW_00071,"When you have earned a certain amount of experience points you gain a new level. When obtaining a new level, all your Heart Points are recovered and a new combat move is unlocked. A character can be upgraded up to level 16.","Заработав достаточно опыта, вы повышаете свою сноровку. С каждым повышением вы изучаете новый приём и восстанавливаете полностью ОЗ. Всего доступно 16 уровней.",223,159,,
488,85,Menu_Howtoplay_Slide6_Des_01,ME_HOW_00072,"You can buy a variety of items by going into shops. There are 3 types of items: snack, meal and accessory.","В магазинах вам доступно множество предметов. Делятся на 3 типа: перекус, еда и прочее.",106,87,,
